site name,gauge number,owner,lat,lon
MURRAY @ PIANGIL,409213,"VIC - Department of Environment, Land, Water and Planning",-35.05285194,143.3299954
MURRAY @ ROBINVALE,414205,"VIC - Department of Environment, Land, Water and Planning",-34.60349669,142.8025006
MURRAY @ SWAN HILL,409204,"VIC - Department of Environment, Land, Water and Planning",-35.32763381,143.5641798
MURRAY @ TOCUMWAL,409202,"VIC - Department of Environment, Land, Water and Planning",-35.81351719,145.5566847
MURRAY @ TOOLEYBUC,409210,"VIC - Department of Environment, Land, Water and Planning",-35.03333333,143.3166667
MURRAY @ TORRUMBARRY,409207B,"NSW - Department of Planning, Industry and Environment – Water",-35.9402,144.4596
MURRAY @ YARRAWONGA,409216,"VIC - Department of Environment, Land, Water and Planning",-36.00891578,146.0006128
MURRAY @ YARRAWONGA,409025,"NSW - Department of Planning, Industry and Environment – Water",-36.0114,145.994
MURRAY @PIAMBIE PUMP,409235,"VIC - Department of Environment, Land, Water and Planning",-34.93542814,143.3419938
MURRAY AT TOCUMWAL,409202A,"NSW - Department of Planning, Industry and Environment – Water",-35.8135,145.5557
MURRAY BELOW WAKOOL,414200,"VIC - Department of Environment, Land, Water and Planning",-34.84718,143.34152
MURRAY BOUNDARY BEND,414201,"VIC - Department of Environment, Land, Water and Planning",-34.71966901,143.1698626
Murray Brg PS1 Daily,A4261003,SA - Department for Environment and Water,-35.09874481,139.2891236
Murray Bridge No1 PS,A4260522,SA - Department for Environment and Water,-35.1002,139.2877
MURRAY D/S WAKOOL JN,414200A,"NSW - Department of Planning, Industry and Environment – Water",-34.8468,143.343
MURRAY DS CAMPASPE,409222,"VIC - Department of Environment, Land, Water and Planning",-36.09430152,144.6836231
MURRAY DS MILDURA,414216,"VIC - Department of Environment, Land, Water and Planning",-34.16650449,142.1600854
MURRAY R @ BARHAM,409005,"NSW - Department of Planning, Industry and Environment – Water",-35.6298,144.1245
MURRAY R @ GULPA,409006,"NSW - Department of Planning, Industry and Environment – Water",-35.8517,144.993
MURRAY R @ SWAN HILL,409204C,"NSW - Department of Planning, Industry and Environment – Water",-35.3285,143.563
MURRAY R @ WEMEN,414219,"VIC - Department of Environment, Land, Water and Planning",-34.78511704,142.627589
MURRAY R. @ BARMAH,409215B,"NSW - Department of Planning, Industry and Environment – Water",-36.0185,144.9613
MURRAY U/S Y'WONGA,409216A,"NSW - Department of Planning, Industry and Environment – Water",-36.0089,145.9994
Murray Valley Plant,509130,WA - Department of Water and Environmental Regulation,-32.75378944,116.0978794
Murray Valley Plntn,614047,WA - Department of Water and Environmental Regulation,-32.75559937,116.0999537
MURRAY@L10 WENTWORTH,425010,"NSW - Department of Planning, Industry and Environment – Water",-34.11,141.9045
Murray_Ck Undercliff,130416A,"QLD - Department of Regional Development, Manufacturing and Water",-21.85122222,149.2017778
Murray_R Up Murray,114001A,"QLD - Department of Regional Development, Manufacturing and Water",-18.10691667,145.8053611
MURRAYS FLAT,2122711,"NSW - Department of Planning, Industry and Environment – Water",-34.7213892,149.7930558
MURRINDAL @ BASIN RD,222216,"VIC - Department of Environment, Land, Water and Planning",-37.49131872,148.2273423
MURRINDINDI,502216A,VIC - Melbourne Water Corporation (Melbourne Water),-37.327,145.5
MURRINDINDI COLWELLS,405205,"VIC - Department of Environment, Land, Water and Planning",-37.4136725,145.5640351
MUSGRAVE RD C'PERS,SSR130,QLD - Brisbane City Council,-27.5619,153.027
MUSGRAVE RD C'PERS P,SSE129,QLD - Brisbane City Council,-27.5619,153.027
MUSICAL GULLY RES.,236228A,VIC - Central Highlands Water,-37.37794925,143.3790836
MUSTON CK @ HEXHAM,236214,"VIC - Department of Environment, Land, Water and Planning",-38.03333333,142.6583333
MUTTAMA @ BERTHONG,41000207,"NSW - Department of Planning, Industry and Environment – Water",-34.5956,148.0177
MUTTAMA CK @ COOLAC,410044,"NSW - Department of Planning, Industry and Environment – Water",-34.9304,148.1628
MW15MB001,80200027,WA - Department of Water and Environmental Regulation,-17.43913542,123.7586811
MW15MB002,80200028,WA - Department of Water and Environmental Regulation,-17.43913568,123.759396
MW15MB003,80200029,WA - Department of Water and Environmental Regulation,-17.43952655,123.776634
MW15MB004,80200030,WA - Department of Water and Environmental Regulation,-17.44306158,123.7574416
MW15MB005,80200031,WA - Department of Water and Environmental Regulation,-17.4474245,123.7466179
MW15MB006,80200032,WA - Department of Water and Environmental Regulation,-17.44007148,123.8115629
MW16SWIM01,80200046,WA - Department of Water and Environmental Regulation,-17.42184273,123.733894
MW16SWIM02,80200047,WA - Department of Water and Environmental Regulation,-17.43866401,123.734876
MW16SWIM03,80200048,WA - Department of Water and Environmental Regulation,-17.44600622,123.73509
MYALL @ JACKY BARKER,208026,"NSW - Department of Planning, Industry and Environment – Water",-31.64059588,151.7352758
MYALL @ MOLROY,418017,"NSW - Department of Planning, Industry and Environment – Water",-29.79711389,150.5841306
Myalup,509243,WA - Department of Water and Environmental Regulation,-33.10024768,115.7444284
Myalup,613019,WA - Department of Water and Environmental Regulation,-33.10024768,115.7444284
Myara Road,509135,WA - Department of Water and Environmental Regulation,-32.46101258,116.0539839
MYERS @ MYERS FLAT,407258,"VIC - Department of Environment, Land, Water and Planning",-36.68992305,144.1998166
Myola,110001D,"QLD - Department of Regional Development, Manufacturing and Water",-16.79983333,145.6121111
Myponga Res AWS,A5020504,SA - Department for Environment and Water,-35.401,138.4261
Myponga Reservoir (SA Water),SAWMYPRS.1,SA - South Australian Water Corporation (SA Water),-35.39704456,138.4352397
MYPONGA RIVER @ Myponga Reservoir,A5020501.1,SA - South Australian Water Corporation (SA Water),-35.40014743,138.4201946
MYPONGA RIVER @ U/S Dam And Road Bridge,A5020502.1,SA - South Australian Water Corporation (SA Water),-35.38011738,138.4785935
MYRRHEE RG,225811A,VIC - Melbourne Water Corporation (Melbourne Water),-37.7568,146.16
MYRTLE CK NO 1,229140A,VIC - Melbourne Water Corporation (Melbourne Water),-37.576,145.618
MYRTLE CK NO 2,229141A,VIC - Melbourne Water Corporation (Melbourne Water),-37.5858,145.614
MYRTLE CK@ RAPPVILLE,203030,"NSW - Department of Planning, Industry and Environment – Water",-29.11,152.9994
Myrup Rd,601008,WA - Department of Water and Environmental Regulation,-33.76459733,121.9224859
N CASCADE @ THOMSON,225019,"VIC - Department of Environment, Land, Water and Planning",-37.805335,146.339268
N Condamine_R Kurlew,422346A,"QLD - Department of Regional Development, Manufacturing and Water",-27.56722281,151.273608
N Condamine_R Pampas,422347B,"QLD - Department of Regional Development, Manufacturing and Water",-27.783418,151.424392
N Johnstone_R Goondi,112001A,"QLD - Department of Regional Development, Manufacturing and Water",-17.53138889,145.9716667
N Maroochy_R Eumundi,141009A,"QLD - Department of Regional Development, Manufacturing and Water",-26.49453884,152.9615794
N Palmer_R 4.8 Km,919205A,"QLD - Department of Regional Development, Manufacturing and Water",-16.01305556,144.2889722
N Para R/Penrice,A5050517,SA - Department for Environment and Water,-34.4632,139.0584
N Para R/Yaldara,A5050502,SA - Department for Environment and Water,-34.5739,138.8752
N Para/Turretfield,A5050504,SA - Department for Environment and Water,-34.5616,138.7725
N Pine_R Dam Site,142102A,"QLD - Department of Regional Development, Manufacturing and Water",-27.265,152.9352778
N Pine_R Laceys Xing,142103A,"QLD - Department of Regional Development, Manufacturing and Water",-27.19166667,152.7969444
N Pine_R Y.M.C.A.,142102B,"QLD - Department of Regional Development, Manufacturing and Water",-27.25861111,152.9463889
N Pine_R Youngs Xing,142101A,"QLD - Department of Regional Development, Manufacturing and Water",-27.26861111,152.9541667
N-West (Lot 925),508027,WA - Department of Water and Environmental Regulation,-28.59793272,114.6364349
NALANG CK/ALLENDALE,A2390562,SA - South Eastern Water Conservation and Drainage Board,-36.3655,140.7344
NALANG CK/OLIVE BANK,A2390535,SA - South Eastern Water Conservation and Drainage Board,-36.3868,140.7965
Nallanaring,505006,WA - Department of Water and Environmental Regulation,-21.50228962,116.2943919
Nalyerin Lake,509079,WA - Department of Water and Environmental Regulation,-33.15656571,116.3442658
NAMBROK NO.1,225706A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.005,146.7866667
NAMBUCCA AT ARGENTS,20500011,"NSW - Department of Planning, Industry and Environment – Water",-30.61984492,152.7538061
NAMBUCCA AT ARGENTS,20501011,"NSW - Department of Planning, Industry and Environment – Water",-30.61984492,152.7538061
NAMBUCCA BOWRAVILLE,205006,"NSW - Department of Planning, Industry and Environment – Water",-30.6405,152.856
NAMBUCCA U/S BOWRAVI,205015,"NSW - Department of Planning, Industry and Environment – Water",-30.6288,152.8496
NAMOI @ BOGGABRI,419012,"NSW - Department of Planning, Industry and Environment – Water",-30.6682,150.0578
NAMOI @ BUGILBONE,419021,"NSW - Department of Planning, Industry and Environment – Water",-30.27351667,148.8208167
NAMOI @ BULLAWA,419095,"NSW - Department of Planning, Industry and Environment – Water",-30.30156667,149.1063
NAMOI @ D/S MOLLEE W,419039A,"NSW - Department of Planning, Industry and Environment – Water",-30.26432778,149.7000889
NAMOI @ GALA,419100,"NSW - Department of Planning, Industry and Environment – Water",-30.2539179,149.6819449
NAMOI @ GLENCOE,419900,"NSW - Department of Planning, Industry and Environment – Water",-30.19705,149.4972333
NAMOI @ GOANGRA,419026,"NSW - Department of Planning, Industry and Environment – Water",-30.14171667,148.38765
NAMOI @ GUNNEDAH,419001,"NSW - Department of Planning, Industry and Environment – Water",-30.972,150.2556
NAMOI @ MANILLA,419022,"NSW - Department of Planning, Industry and Environment – Water",-30.75158333,150.7172833
NAMOI @ MOLLEE,419039,"NSW - Department of Planning, Industry and Environment – Water",-30.25566111,149.6803722
NAMOI @ NARRABRI,419002,"NSW - Department of Planning, Industry and Environment – Water",-30.33381667,149.7729222
NAMOI @ NTH CUERINDI,419005,"NSW - Department of Planning, Industry and Environment – Water",-30.67861667,150.7784694
NAMOI @ TURRAWAN,419023,"NSW - Department of Planning, Industry and Environment – Water",-30.45212222,149.9458389
NAMOI @ U/S WALGETT,419091,"NSW - Department of Planning, Industry and Environment – Water",-30.02781111,148.1537056
NAMOI @ YARRAL,419101,"NSW - Department of Planning, Industry and Environment – Water",-30.23733269,149.6708471
NAMOI @ YARRAL EAST,419110,"NSW - Department of Planning, Industry and Environment – Water",-30.236712,149.6710373
NAMOI @D/S DUNCANS J,419094,"NSW - Department of Planning, Industry and Environment – Water",-30.30551667,149.0974667
NAMOI @D/S GUNIDGERA,419059,"NSW - Department of Planning, Industry and Environment – Water",-30.20315,149.4362667
NAMOI@D/S KEEPIT DAM,419007,"NSW - Department of Planning, Industry and Environment – Water",-30.8912,150.4961
NAMOI@D/S WEETA WEIR,419068,"NSW - Department of Planning, Industry and Environment – Water",-30.28545,149.3377167
NAMOI@GUNIDGERA STOR,419060,"NSW - Department of Planning, Industry and Environment – Water",-30.20115,149.4371667
NAMOI@MOLLEE WR STOR,419062,"NSW - Department of Planning, Industry and Environment – Water",-30.26515,149.70085
NAMOI@YARRALDOOL,419108,"NSW - Department of Planning, Industry and Environment – Water",-30.2606,148.5917833
NAN-COLIG @ NANGILOC,414724,"VIC - Department of Environment, Land, Water and Planning",-34.47027003,142.3535825
NAN-COLIG DR DOERING,414722,"VIC - Department of Environment, Land, Water and Planning",-34.43826303,142.3151689
NAN-COLIG DR HEWETTS,414721,"VIC - Department of Environment, Land, Water and Planning",-34.50870495,142.3806733
Nanango Weir HW,136204A,"QLD - Department of Regional Development, Manufacturing and Water",-26.65015281,151.9243962
Nanarup Road Bridge,602008,WA - Department of Water and Environmental Regulation,-34.94260225,117.9652088
Nannup,609007,WA - Department of Water and Environmental Regulation,-33.97483149,115.7652711
Nanthana Creek,504029,WA - Department of Water and Environmental Regulation,-21.07858012,117.0173166
Nanutarra,706003,WA - Department of Water and Environmental Regulation,-22.54426126,115.4993503
Nappa Merrie,003103A,"QLD - Department of Regional Development, Manufacturing and Water",-27.59669722,141.1061333
NARACOORTE CREEK,A2390542,SA - South Eastern Water Conservation and Drainage Board,-36.94585831,140.7402502
NARADHAN @ NARADHAN,412093,"NSW - Department of Planning, Industry and Environment – Water",-33.6235,146.3188
Narayen No. 3 Catch.,136312A,"QLD - Department of Regional Development, Manufacturing and Water",-25.70081886,150.9092622
NARBETHONG,502224A,VIC - Melbourne Water Corporation (Melbourne Water),-37.5318,145.67
NARCISSUS - No.1 SITE,998.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-42.01061111,146.1053611
Nardy Rd,617013,WA - Department of Water and Environmental Regulation,-30.51533766,116.2616009
Nardy Rd,508043,WA - Department of Water and Environmental Regulation,-30.51546398,116.2616
NARIEL @UPPER NARIEL,401212,"VIC - Department of Environment, Land, Water and Planning",-36.44500012,147.8294929
NARINGHIL U/S WOADY,234215,"VIC - Department of Environment, Land, Water and Planning",-37.92072695,143.5728853
NARIRA RV @ COBARGO,219016,"NSW - Department of Planning, Industry and Environment – Water",-36.3882,149.9356
Narra Tarra,508022,WA - Department of Water and Environmental Regulation,-28.68820916,114.734487
Narra Tarra Homestd,701004,WA - Department of Water and Environmental Regulation,-28.68875488,114.7374425
NARRABRI CK@NARRABRI,419003,"NSW - Department of Planning, Industry and Environment – Water",-30.32706111,149.7811667
NARRACAN @ THORPDALE,226218,"VIC - Department of Environment, Land, Water and Planning",-38.27191618,146.1865277
NARRACAN @ THORPDALE,226218A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.27191618,146.1865277
NARRACAN CK @ MOE,226021,"VIC - Department of Environment, Land, Water and Planning",-38.16300439,146.2690819
NARRACAN CK @ MOE,226021A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.16300439,146.2690819
NARRAN @ ANGLEDOOL 2,422030,"NSW - Department of Planning, Industry and Environment – Water",-29.11489063,147.8940384
NARRAN @ BUNDAH,422031,"NSW - Department of Planning, Industry and Environment – Water",-29.76657175,147.4082579
NARRAN @ NARRAN PARK,422029,"NSW - Department of Planning, Industry and Environment – Water",-29.702,147.3679
NARRAN @ WILBY WILBY,422016,"NSW - Department of Planning, Industry and Environment – Water",-29.4457,147.5289
Narran R @ Back Lake,422034,"NSW - Department of Planning, Industry and Environment – Water",-29.7194,147.4569
Narran_R Dirran-H Rd,422206A,"QLD - Department of Regional Development, Manufacturing and Water",-28.84016667,148.0524667
Narrawa 1,917103A,"QLD - Department of Regional Development, Manufacturing and Water",-18.57413889,144.0745833
Narrawa 2,917105A,"QLD - Department of Regional Development, Manufacturing and Water",-18.62769444,144.0843333
Narrow Neck,A2391187,SA - South Eastern Water Conservation and Drainage Board,-37.55227439,140.1933159
Narrung Chnl/Xing,A4260542,SA - Department for Environment and Water,-35.51092486,139.1917954
NARWIE OFF @ RED CHL,41000263,"NSW - Department of Planning, Industry and Environment – Water",-34.45,143.6836111
NATIONAL D/S TORRUM.,409701,"VIC - Department of Environment, Land, Water and Planning",-35.99262778,144.5085083
National Park,616178,WA - Department of Water and Environmental Regulation,-31.88396119,116.094791
National Park,509160,WA - Department of Water and Environmental Regulation,-31.88044421,116.0911989
NATIVE GRASS FLUME,410180,"NSW - Department of Planning, Industry and Environment – Water",-35.1419,147.3096
NATTAI @ CAUSEWAY,212280,"NSW - Department of Planning, Industry and Environment – Water",-34.14555579,150.4247247
Nauiyi Community,G8140081,"NT - Department of Environment, Parks and Water Security",-13.747777,130.688982
NAYOOK RG,228804A,VIC - Melbourne Water Corporation (Melbourne Water),-37.9312,145.928
NCC AT OUTFALL,41000274,"NSW - Department of Planning, Industry and Environment – Water",-34.50805556,144.1122222
NCondamine_R Glendon,422354A,"QLD - Department of Regional Development, Manufacturing and Water",-27.52222222,151.2544444
Neales/S Stewart WH,A0041003,SA - Department for Environment and Water,-27.6976,135.381
Near Andrews,A5070500,SA - Department for Environment and Water,-33.613,138.6316
Near Bluff Island,A4260656,SA - Department for Environment and Water,-35.8841,139.3783
Near Bull Island,A4260654,SA - Department for Environment and Water,-35.9125,139.4132
Near Charleston,A5030531,SA - Department for Environment and Water,-34.9108,138.9008
Near Currency Cem,A4261099,SA - Department for Environment and Water,-35.453617,138.754955
near Derwent Vale,A5131022,SA - Department for Environment and Water,-35.735831,137.035136
Near Kappalunta,A4261014,SA - Murraylands and Riverland Landscape Board,-34.6395,139.1759
Near Rhynie,A5060500,SA - Department for Environment and Water,-34.1,138.6308
Near Round Island,A4260655,SA - Department for Environment and Water,-35.9314,139.4826
Near Spalding,A5070501,SA - Department for Environment and Water,-33.5398,138.599997
Near The Needles HS,A4260657,SA - Department for Environment and Water,-35.8333,139.3561
Near Waltowa Swamp,A4261153,SA - South Australian Water Corporation (SA Water),-35.602952,139.336397
Near Woodside,A5030530,SA - Department for Environment and Water,-34.955,138.8961
Nebine_Ck Roseleigh,422502A,"QLD - Department of Regional Development, Manufacturing and Water",-28.92255556,146.87775
Nebo Ck_Nebo,130407A,"QLD - Department of Regional Development, Manufacturing and Water",-21.68239,148.68593
Ned Churchward HW,136023A,QLD - SunWater,-25.0515,152.09945
Ned Churchward TW,136008C,QLD - SunWater,-25.0515,152.09945
Ned Churchward Wr TW,136008B,"QLD - Department of Regional Development, Manufacturing and Water",-25.04947469,152.0996788
Ned Churchward Wr TW,136008A,"QLD - Department of Regional Development, Manufacturing and Water",-25.04714409,152.1025309
Neds Corner,601001,WA - Department of Water and Environmental Regulation,-33.70605307,121.1420508
Neds Corner,509004,WA - Department of Water and Environmental Regulation,-33.70605307,121.1420508
Neemanwarra,506009,WA - Department of Water and Environmental Regulation,-24.7322771,113.9651091
NEERIM CK-NEERIM,228271A,VIC - Melbourne Water Corporation (Melbourne Water),-37.9618,145.934
Neerkol_Ck Neerkol,130008A,"QLD - Department of Regional Development, Manufacturing and Water",-23.48352778,150.3436111
NELSON BAY RIVER @ TEMMA RD BR,1307.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.129758,144.688054
Nelson's Gully_Sump,130366A,"QLD - Department of Regional Development, Manufacturing and Water",-23.63138889,150.3836111
NEP.@-PHEASANTS NEST,212203,"NSW - Department of Planning, Industry and Environment – Water",-34.245297,150.667111
NEP.R @ AVON DAM RD,212204,"NSW - Department of Planning, Industry and Environment – Water",-34.327461,150.630042
NEP.R MENANGLE WEIR,212238,"NSW - Department of Planning, Industry and Environment – Water",-34.117325,150.744278
NEP.R.@ CAMDEN WEIR,212216,"NSW - Department of Planning, Industry and Environment – Water",-34.047869,150.703806
NEP.R.@ MT HUNTER WR,212213,"NSW - Department of Planning, Industry and Environment – Water",-34.024181,150.658125
Nepean,212205.1,NSW - Water NSW,-34.360153,150.593278
Nepean,212205.3,NSW - Water NSW,-34.360153,150.593278
Nepean,212205.6,NSW - Water NSW,-34.360153,150.593278
Nepean Dam Wall VP,WQ420120,"NSW - Department of Planning, Industry and Environment – Water",-34.33545278,150.6175
NEPEAN R @ PENRITH,212201,"NSW - Department of Planning, Industry and Environment – Water",-33.74677778,150.6825
NEPEAN R @ WALLACIA,212202,"NSW - Department of Planning, Industry and Environment – Water",-33.86111111,150.6302778
NEPEAN R @YARRAMUNDI,2122001,"NSW - Department of Planning, Industry and Environment – Water",-33.6236111,150.685
NEPEAN R DAM INFLOW,2122051,"NSW - Department of Planning, Industry and Environment – Water",-34.384667,150.569556
Nepean VP,WQ420111,"NSW - Department of Planning, Industry and Environment – Water",-34.3376364,150.6029922
NEPEANR BLACKS FALLS,2122002,"NSW - Department of Planning, Industry and Environment – Water",-33.6696,150.6597
Nerang R at Hinze Dam HW,146033A,QLD - Queensland Bulk Water Supply Authority (Seqwater),-28.05125804,147.2816901
Nerang_R Glenhurst,146002B,"QLD - Department of Regional Development, Manufacturing and Water",-27.999981,153.310037
Nerang_R Nerang,146002A,"QLD - Department of Regional Development, Manufacturing and Water",-27.99861111,153.3172222
Nerang_R Numinbah,146015A,"QLD - Department of Regional Development, Manufacturing and Water",-28.149167,153.226111
Nerang_R Whipbird,146011A,"QLD - Department of Regional Development, Manufacturing and Water",-28.09166667,153.2594444
Neranwood,146004A,"QLD - Department of Regional Development, Manufacturing and Water",-28.12583333,153.2922222
NERATHONG @ NERATHON,412188,"NSW - Department of Planning, Industry and Environment – Water",-33.101,147.0971
NERRIGORAN@THIRLMERE,212063,"NSW - Department of Planning, Industry and Environment – Water",-34.22289316,150.5343169
Netic Road,607014,WA - Department of Water and Environmental Regulation,-34.30205771,115.9984795
Nettopus Pool,501010,WA - Department of Water and Environmental Regulation,-16.31669015,127.1795977
NettopusPoolKarunjie,808001,WA - Department of Water and Environmental Regulation,-16.31650138,127.1786637
NEUBECKS U/S WALLERA,212055,"NSW - Department of Planning, Industry and Environment – Water",-33.3568,150.0573
Neumayer Valley,913011A,"QLD - Department of Regional Development, Manufacturing and Water",-18.47555556,140.2282778
NEVER NEVER @ OLD XG,205019,"NSW - Department of Planning, Industry and Environment – Water",-30.38361,152.889596
Neville Hewitt HW,130304B,QLD - SunWater,-24.172467,149.813974
Neville Hewitt TW,130361A,QLD - SunWater,-24.172467,149.813993
NEW HAVEN CREEK U/S BLACK RIVER,14226.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-40.99327,145.41766
New Ord Homestead,809311,WA - Department of Water and Environmental Regulation,-17.36770606,128.9377185
New Ord Homesteead,502022,WA - Department of Water and Environmental Regulation,-17.36856415,128.9356944
New Victoria Water Level-Ranger,ODSS_21167_WSLAHD.1,WA - Water Corporation,-32.043836,116.075355
New Victoria WSL - Logger Data,ODSS_45533_WSLAHD.1,WA - Water Corporation,-32.043836,116.075355
Newcastle Crk - Newcastle Waters,G0280125,"NT - Department of Environment, Parks and Water Security",-17.371179,133.412397
NEWLANDS NORTH,502298A,VIC - Melbourne Water Corporation (Melbourne Water),-37.7494,146.217
NEWLYN RES. (WQ),407604,"VIC - Department of Environment, Land, Water and Planning",-37.40278,144.00502
Newlyn Reservoir,sp-o10926,VIC - Goulburn-Murray Rural Water Corporation (Goulburn-Murray Water),-37.408774,144.007265
Newman,507005,WA - Department of Water and Environmental Regulation,-23.39899239,119.7910673
Newman,708011,WA - Department of Water and Environmental Regulation,-23.40137357,119.7943193
NEWRY CK @ BELLBIRD,225245A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.93663364,146.9544798
NEWRY DRAIN NO 1,225746A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.93772094,146.9295565
NEWTON LAKE - AT DAM,296.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.91083333,145.5652778
NEYLONS @ WANDO HTS,238242,"VIC - Department of Environment, Land, Water and Planning",-37.41138528,141.6113327
NEYLONS DR @ WANDO,238709,"VIC - Department of Environment, Land, Water and Planning",-37.40778581,141.6101735
Ngak Indau Wetland,A4261265,SA - Department for Environment and Water,-34.328343,140.564594
Ngalooin Pool,707004,WA - Department of Water and Environmental Regulation,-21.69784844,116.4763398
Ngangaguringuring,616013,WA - Department of Water and Environmental Regulation,-31.93954354,116.4032038
Ngangaguringuring,510017,WA - Department of Water and Environmental Regulation,-31.93683509,116.4045247
Nicbop Ds,6164628,WA - Department of Water and Environmental Regulation,-32.02536228,115.9356544
Nicbop Us,6164629,WA - Department of Water and Environmental Regulation,-32.02951582,115.943665
NICHOLSON @ DEPTFORD,223204,"VIC - Department of Environment, Land, Water and Planning",-37.59294631,147.697124
NICHOLSON @ SARSFIEL,223210,"VIC - Department of Environment, Land, Water and Planning",-37.73756155,147.7109962
Nicholson DS,6164685,WA - Department of Water and Environmental Regulation,-32.02456201,115.9348906
NICHOLSON R @ PUMP H,223217,"VIC - Department of Environment, Land, Water and Planning",-37.75058395,147.7274893
Nicholson US,6164677,WA - Department of Water and Environmental Regulation,-32.0299118,115.9446347
NIEMUR @ MALLAN SCH,409086,"NSW - Department of Planning, Industry and Environment – Water",-35.1351,143.8001
NIEMUR D BAR-MOUL RD,409046,"NSW - Department of Planning, Industry and Environment – Water",-35.3082,144.1846
NIEMUR R BARH-MLN RD,409048,"NSW - Department of Planning, Industry and Environment – Water",-35.2739,144.1595
Nigra Ck/L2 XingOutl,A4261094,SA - Department for Environment and Water,-34.08348882,139.9229844
Nil Gully Reservoir,RES_MYRWNGR,VIC - North East Region Water Corporation (North East Water),-36.561487,146.741251
NILE RIVER AT DEDDINGTON,25.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.602595,147.410419
NIMBO OFFTAKE,41000200,"NSW - Department of Planning, Industry and Environment – Water",-35.19314004,148.1951785
NIMMIE STORAGE,41010287,"NSW - Department of Planning, Industry and Environment – Water",-34.5011,144.3045
NIMMING POLLEN OFTKE,410060,"NSW - Department of Planning, Industry and Environment – Water",-34.5029,144.3044
Nindi Pub,417201A,"QLD - Department of Regional Development, Manufacturing and Water",-28.35888525,148.8161147
NINE @ STANLEY,402216,"VIC - Department of Environment, Land, Water and Planning",-36.38333333,146.775
Nine Mile Bridge,704139,WA - Department of Water and Environmental Regulation,-24.82762839,113.7691197
NINE MILE CREEK @ SELLICKS ROAD,404251,"VIC - Department of Environment, Land, Water and Planning",-36.13108,145.48603
Nita Downs No2 (K10),120510274,WA - Department of Water and Environmental Regulation,-19.13720674,121.6408199
Nitchaga_Ck Up Tully,113003A,"QLD - Department of Regional Development, Manufacturing and Water",-17.82558333,145.5635
Nitchaga_Ck Up Tully,113003B,"QLD - Department of Regional Development, Manufacturing and Water",-17.82783333,145.5639444
Nitmiluk Centre,G8140022,"NT - Department of Environment, Parks and Water Security",-14.315833,132.420679
NIVE RIVER - A/B TUNGATINAH,136.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-42.29194444,146.4516667
NIVE RIVER - AT GOWAN BRAE,497.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-42.03027778,146.4194444
NIVE RIVER - AT GOWAN BRAE,497.2,TAS - Hydro-electric Corporation (Hydro Tasmania),-42.03083333,146.4194444
No 1 Moochalabra,501008,WA - Department of Water and Environmental Regulation,-15.623464,128.1111737
NO 2 I/FLOW CH STONY,232704,"VIC - Department of Environment, Land, Water and Planning",-37.81412349,144.1904048
No 2 Moochalabra,501009,WA - Department of Water and Environmental Regulation,-15.65338284,128.1330624
No 3 (K5),120510146,WA - Department of Water and Environmental Regulation,-19.51098551,121.4131722
No 3 Moochalabra,501016,WA - Department of Water and Environmental Regulation,-15.68687539,128.144585
No 4 (K6),120510221,WA - Department of Water and Environmental Regulation,-19.47329707,121.4563393
No 4 Moochalabra,501017,WA - Department of Water and Environmental Regulation,-15.63998,128.1737004
No 4 Road,509192,WA - Department of Water and Environmental Regulation,-33.74079118,115.5953776
No 5 (K7),120510255,WA - Department of Water and Environmental Regulation,-19.37392421,121.5291686
No 6 (K8),120510248,WA - Department of Water and Environmental Regulation,-19.31155583,121.5903205
No 7 Dam,132,QLD - Rockhampton Regional Council,-23.64198256,150.4061572
NO 9 RUM JUNGLE,RN022081,"NT - Department of Environment, Parks and Water Security",-12.99064,131.007191
NO.13 ESCAPE,410164,"NSW - Department of Planning, Industry and Environment – Water",-34.1888,145.7293
Noble Falls (AL03),616005,WA - Department of Water and Environmental Regulation,-31.76943215,116.2382186
NOBLES O/F VALENCIA,225747,"VIC - Department of Environment, Land, Water and Planning",-37.82761047,146.983671
Nogo at Rawbelle,136114A,QLD - SunWater,-25.029021,150.839679
Nogoa at Bridge Flat,130230A,QLD - SunWater,-23.432064,148.335084
Nogoa R at Emerald,130201B,"QLD - Department of Regional Development, Manufacturing and Water",-23.53193958,148.166116
Nogoa R at Emerald,130201A,"QLD - Department of Regional Development, Manufacturing and Water",-23.53193958,148.166116
Nogoa R at Raymond,130202A,"QLD - Department of Regional Development, Manufacturing and Water",-24.23249575,147.6449961
Nogoa R at Raymond,130202B,"QLD - Department of Regional Development, Manufacturing and Water",-24.23222475,147.6450045
Nogoa R_Craigmore,130209A,"QLD - Department of Regional Development, Manufacturing and Water",-23.88485,147.75721
